JTBD,BSci Intervention,Trigger,Minimum Condition,Parameters,CTA,Measurement,Notification Header,Notification Body,GPT Header Chars,GPT Body Chars,Real Header Chars,Real Body Chars
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Manual log physical activity in the app,-,"Update your log, [name]!","Just finished an indoor workout? Log it in the app and see your progress, evenon rainy days!",110,,24,92
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Manual log physical activity in the app,-,"Hi [name], done with your workout?","Don't forget to log your indoor exercises in the app. Keep track of your progress, even when it's raining outside!",128,,34,114
Help me learn how to exercise,Give me ideas for exercising inside because it's raining outside,Time insensitive,Today's weather forecast = rain,-,Manual log physical activity in the app,-,"Hi [name], had a workout today?","Make sure to log your indoor exercises in the app. It helps you keep track of your physical activity, even on rainy days!",130,,31,121
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Perform physical activity,-,"Hi [name], let's make exercise fun!",How about a dance workout today? It's a fun way to stay active and enjoy your time.,112,,35,83
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Perform physical activity,-,"Ready for fun, [name]?",Try a new sport today. It's a great way to make exercise enjoyable and meet your daily goal.,127,,22,92
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Perform physical activity,-,"Let's enjoy exercise, [name]!",Have you considered yoga? It's a fun and relaxing way to stay active.,103,,29,69
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Perform physical activity,-,"Make exercise fun, [name]!",How about a bike ride? It's a fun way to explore and stay active.,101,,26,65
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Perform physical activity,-,"Fun and fitness, [name]!",Consider a hike today. It's a fun way to enjoy nature and meet your daily goal.,116,,24,79
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Manual log physical activity in the app,-,"Hi [name], had fun exercising?",Remember to log your activities in the app. Every bit of fun exercise counts towards your goal.,134,,30,95
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Manual log physical activity in the app,-,"Enjoyed your fun workout, [name]?",Don't forget to log your activities in the app. It helps track your progress towards your goal.,140,,33,95
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Manual log physical activity in the app,-,"Fun exercise today, [name]?",Make sure to log your fun activities in the app. Every minute counts towards your goal.,134,,27,87
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Manual log physical activity in the app,-,"Had a fun workout, [name]?",Remember to log your activities in the app. It's important for tracking your progress.,130,,26,86
Help me learn how to exercise,Give me ideas for making exercise fun,Time insensitive,-,-,Manual log physical activity in the app,-,"Enjoyed your exercise, [name]?",Don't forget to log your fun activities in the app.Every step brings you closer to your goal.,120,,30,93
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,Perform physical activity,-,"Hi [name], let's plan ahead!",Tomorrow is a new week. Let's start it right by scheduling a workout.,91,,28,69
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,Perform physical activity,-,Good day [name]!,It's the perfect time to plan your workout for tomorrow. Let's make it count!,104,,16,77
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,Perform physical activity,-,"Hello [name], ready for tomorrow?",Let's build a workout into your schedule for the first day of the week.,105,,33,71
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,Perform physical activity,-,"Hey [name], let's get proactive!",Plan your workout for tomorrow today. Start the week on a high note!,102,,32,68
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,Perform physical activity,-,"Hi [name], let's get moving!",Tomorrow's workout is waiting to be planned. Let's do it together!,101,,28,66
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,manual log physical activity in the app,-,"Hi [name], let's plan ahead!",Log your planned workout for tomorrow in the app. Start the week strong!,105,,28,72
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,manual log physical activity in the app,-,Good day [name]!,It's time to plan and log your workout for tomorrow. Let's make it happen!,108,,16,74
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,manual log physical activity in the app,-,"Hello [name], ready for tomorrow?",Log your workout for the first day of the week in the app. Let's go!,101,,33,68
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,manual log physical activity in the app,-,"Hey [name], let's get proactive!",Plan and log your workout for tomorrow today. Start the week right!,105,,32,67
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule1,time insensitive,sunday/first day of the week,-,manual log physical activity in the app,-,"Hi [name], let's plan!",Schedule your workout for tomorrow and log it in the app. A great start to the week awaits!,125,,22,91
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule2,time insensitive,"open time on calendar, time after 7:30 pm",-,Perform physical activity,-,"Hi [name], let's plan ahead!",You have some free time at 'xx:xx' tomorrow evening. Let's schedule a workout then.,120,,28,83
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule2,time insensitive,"open time on calendar, time after 7:30 pm",-,Perform physical activity,-,Good day [name]!,It's the perfect time to plan your workout for 'xx:xx' tomorrow evening. Let's make it count!,133,,16,93
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule2,time insensitive,"open time on calendar, time after 7:30 pm",-,Perform physical activity,-,"Hello [name], ready for tomorrow?",Let's build a workout into your schedule for 'xx:xx' tomorrow evening.,124,,33,70
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule2,time insensitive,"open time on calendar, time after 7:30 pm",-,Perform physical activity,-,"Hey [name], let's get proactive!",Plan your workout for 'xx:xx' tomorrow evening today. Start the day on a high note!,131,,32,83
Help me make time to exercise in my schedule,build a workout into tomorrow's schedule2,time insensitive,"open time on calendar, time after 7:30 pm",-,Perform physical activity,-,"Hi [name], let's get moving!",Tomorrow's evening workout at 'xx:xx' is waiting to be planned. Let's do it together!,130,,28,85
